DATE,AMOUNT,DESCRIPTION,CATEGORY,CATEGORY GROUP,ACCOUNT,TO ACCOUNT,PROJECT,NOTES
"2021-01-14",-23.21,"Visa purchase Amazon.co.uk*MV5GB3O54","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-13",-7.69,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-13",-838,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-01-13",-440.31,"Visa purchase P & K IP","Council Tax","Household","070436 XXXX9656","N/A","N/A",
"2021-01-13",-568.29,"Visa purchase P & K IP","Council Tax","Household","070436 XXXX9656","N/A","N/A",
"2021-01-11",-8.29,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-11",-7.98,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-11",-79.8,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-11",-3.21,"Transfer to 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-01-11",1000,"Transfer from 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-01-09",-18.99,"Visa purchase Amazon.co.uk*MJ26P27C4","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-09",-25.55,"Visa purchase ALADDINS TAKEAWAY","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-01-09",-27.72,"Visa purchase Amazon.co.uk*MJ2EE0KR4","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-09",-37.12,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-07",-20,"Direct Debit - First Payment DVLA-KU65NBM 208045 23709310","Car running costs","Transport","070436 XXXX9656","N/A","N/A",
"2021-01-07",-55.93,"Direct debit OCTOPUS ENERGY 400328 43807509","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-01-06",-7.65,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-06",-6.12,"Visa purchase AMAZON.CO.UK*MJ1WV1Q94 AM","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-06",-135.48,"Payment to LETTINGS DIRECT","Rent payments","Rent payment","070436 XXXX9656","N/A","N/A",
"2021-01-06",-120.69,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-01-04",-1052.11,"To mortgage a/c A MACNAIR 72663742203 2021-01-03","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-01-04",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-01-04",-22.35,"Visa purchase ALADDINS TAKEAWAY","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-01-04",-20,"Direct debit FAMILY EQUITY PLAN 600001 36238007","Liam","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-01-04",-22.75,"Direct debit L&G COLLECTIONS 560061 45012318","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-01-04",-76.59,"Direct debit PAYPAL PAYMENT 609242 40317401","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-01-04",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",
"2021-01-01",-43.25,"Visa purchase Just Eat GOOGLE 0071","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-31",-1.17,"Transfer to 0572/338202187 2020-12-30","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-31",-715.31,"Payment to SELECT CREDIT CARD 2020-12-30","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-31",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-12-30",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-29",-66.6,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-12-29",-27.99,"Visa purchase HP INC UK LIMITED","Printing","Business","070436 XXXX9656","N/A","N/A",
"2020-12-28",-14.98,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-25",-19.1,"Visa purchase ALADDINS TAKEAWAY","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-25",-23.77,"Visa purchase DOMINO S PIZZA","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-24",-12,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-24",-19.99,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-24",-30,"Payment to LIAM WINCHESTER","Liam","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2020-12-23",-16.4,"Visa purchase ALADDINS TAKEAWAY","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-22",-3450,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2020-12-22",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-22",3450,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-21",500,"Transfer from 0572/338202187 2020-12-20","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-21",-500,"Payment to JUNE MACNAIR 2020-12-20","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-21",-25.35,"Visa purchase ALADDINS TAKEAWAY","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-19",-200,"ATM Withdrawal LINK","Cash withdrawals","Cash","070436 XXXX9656","N/A","N/A",
"2020-12-19",-1.3,"Visa purchase CANAL STREET MULTI STOREY","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-18",-40,"Payment to SAMANTHA ABBOTT","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-18",-7.54,"Contactless Payment SPAR","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-18",-50,"Payment to LIAM WINCHESTER","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-18",-2.55,"Transfer to 0572/338202187","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-17",3453.58,"LLOYDS BANK PLC 80038175","Salary","Income","Mr Alistair MacNair","N/A","N/A",
"2020-12-17",-4.45,"Contactless Payment SPAR","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-17",-24.58,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-16",-11.99,"Visa purchase GOOGLE *YouTubePremium","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-12-15",-17.99,"Visa purchase Amazon.co.uk*MS0QT9VB4","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-14",-2.47,"Transfer to 0572/338202187 2020-12-13","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-14",5.6,"Visa credit DIRECT LINE INS 2020-12-13","Other income","Income","070436 XXXX9656","N/A","N/A",
"2020-12-14",-56.4,"Visa purchase TESCO PAY AT PUMP 3796","Fuel","Transport","070436 XXXX9656","N/A","N/A",
"2020-12-14",-29.5,"Visa purchase ALADDINS TAKEAWAY","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-14",3600,"Transfer from 0572/338202187","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-14",-1218,"Payment to CURRIES REMOVALS","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2020-12-14",-2100,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-12",-10,"Visa purchase Amazon.co.uk*MS3LH2TC4","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-12",-17.2,"Contactless Payment TESCO STORE 3008 GOOGLE 0071","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-12",-20.5,"Contactless Payment HONG KONG CITY PERTH L GOOGLE 0071","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-12",-21.98,"Contactless Payment MCDONALDS GOOGLE 0071","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-11",-3.5,"Contactless Payment WICKES PERTH GOOGLE 0071","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2020-12-11",-6.45,"Contactless Payment WM MORRISONS STORE GOOGLE 0071","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-11",-25,"Visa purchase WWW.GLASGOWCHILDRENSHO","Gifts to friends & family","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2020-12-10",-20.9,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-09",-5.7,"Transfer to 0572/338202187","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-09",-500,"Payment to JUNE MACNAIR","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-08",127000,"Transfer from 0572/338202187","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-08",-123482,"CHAPS payment Cartys Solicitors","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-08",-20,"CHAPS electronic transfer fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-12-08",-5,"Contactless Payment MARINI'S GOOGLE 0071","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-08",-3640.14,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-07",-23,"Direct debit SAINSBURYS BANK PL 400250 41418467","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2020-12-07",-55.93,"Direct debit OCTOPUS ENERGY 400328 43807509","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-12-07",-2.2,"Contactless Payment WM MORRISONS STORE GOOGLE 0071","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-07",-12.1,"Contactless Payment ICELAND PERTH FW","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-07",-19.4,"Visa purchase ALADDINS TAKEAWAY","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-05",-20.45,"Visa purchase ALADDINS TAKEAWAY","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-05",-28.98,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-05",-51.1,"Contactless Payment SAINSBURYS PETROL GOOGLE 0071","Fuel","Transport","070436 XXXX9656","N/A","N/A",
"2020-12-05",-97.96,"Contactless Payment PETS AT HOME LTD GOOGLE 0071","Pets","Household","070436 XXXX9656","N/A","N/A",
"2020-12-04",-121.19,"Direct debit BT GROUP PLC 200000 10596159","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-12-04",-3.05,"Contactless Payment WM MORRISONS STORE GOOGLE 0071","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-03",-22.75,"Direct debit L&G COLLECTIONS 560061 45012318","Pets","Household","070436 XXXX9656","N/A","N/A",
"2020-12-03",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-12-03",-13.06,"Contactless Payment WM MORRISONS STORE GOOGLE 0071","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-02",-5.7,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-12-02",-16.2,"Contactless Payment MARINI'S GOOGLE 0071","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-12-01",-700,"Standing order LETTINGS DIRECT 826709 30595328","Rent payments","Rent payment","070436 XXXX9656","N/A","N/A",
"2020-12-01",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",
"2020-11-30",-64.45,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-11-30",-16.99,"Visa purchase HP INC UK LIMITED","Printing","Business","070436 XXXX9656","N/A","N/A",
"2020-11-30",-37.17,"Visa purchase ALADDINS TAKEAWAY","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-11-30",-102.36,"Visa purchase PETTOONIES USD 135.95000 at 1.3281","Other business costs","Business","070436 XXXX9656","N/A","N/A",
"2020-11-30",-1.53,"Transfer to 0572/338202187","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-11-30",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-11-26",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-25",-47.99,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-25",-2.95,"Contactless Payment WM MORRISONS STORE GOOGLE 0071","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-23",-3450,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2020-11-23",3450,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-11-23",-17.59,"Visa purchase ALADDINS TAKEAWAY","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-11-23",-45.38,"Visa purchase ASDA PETROL 4370","Fuel","Transport","070436 XXXX9656","N/A","N/A",
"2020-11-23",-3.33,"Transfer to 0572/338202187","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-11-23",-72.98,"Contactless Payment PETS AT HOME GOOGLE 0071","Pets","Household","070436 XXXX9656","N/A","N/A",
"2020-11-23",-6.59,"Visa purchase AMZNMKTPLACE AMAZON.CO.UK","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-23",-25.97,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-21",-250,"ATM Withdrawal NOTEMACHINE LTD","Cash withdrawals","Cash","070436 XXXX9656","N/A","N/A",
"2020-11-21",-10.5,"Visa purchase Amazon.co.uk*MY5FG2OA4","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-21",-15.96,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-20",3926.88,"LLOYDS BANK PLC 80041145","Salary","Income","Mr Alistair MacNair","N/A","N/A",
"2020-11-20",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-20",-2.6,"Contactless Payment WM MORRISONS STORE GOOGLE 0071","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-20",-17.9,"Contactless Payment HONG KONG CITY PERTH L GOOGLE 0071","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-11-18",-31.63,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-18",-4.65,"Contactless Payment WM MORRISONS STORE GOOGLE 0071","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-18",-54.99,"Visa purchase E.ON ENERGY SOLUTIONS","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-11-17",-7.1,"Contactless Payment WM MORRISONS STORE GOOGLE 0071","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-17",-746.89,"Payment to NEWTON PROPERTY","Rent payments","Rent payment","070436 XXXX9656","N/A","N/A",
"2020-11-17",-288,"Payment to CURRIES REMOVALS","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2020-11-16",-22.41,"Visa purchase ALADDINS TAKEAWAY","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-11-16",-110,"Payment to JUNE MACNAIR","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-11-16",-2.11,"Transfer to 0572/338202187","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-11-16",-11.99,"Visa purchase GOOGLE *YouTubePremium","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-11-14",-2.35,"Contactless Payment WM MORRISONS STORE GOOGLE 0071","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-11",-7.99,"Visa purchase GOOGLE *Google Play Ap","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-11-10",-4.95,"Contactless Payment WM MORRISONS STORE","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-10",-15.19,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-09",-55.93,"Direct debit OCTOPUS ENERGY 400328 43807509","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-11-09",-23.85,"Contactless Payment ELRASHEED D'LITE LIMITED GOOGLE 0071","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-11-09",-5.5,"Contactless Payment B & Q 1361 GOOGLE 0071","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2020-11-06",-3.49,"Direct debit SAINSBURYS BANK PL 400250 41418467","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2020-11-05",-11.5,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-04",-39.77,"Contactless Payment B & Q 1361 GOOGLE 0071","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2020-11-04",-40,"Payment to JUNE MACNAIR","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-11-03",-22.75,"Direct debit L&G COLLECTIONS 560061 45012318","Pets","Household","070436 XXXX9656","N/A","N/A",
"2020-11-03",-24.35,"Direct Debit - First Payment AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-11-03",-150.34,"Direct debit BT GROUP PLC 200000 10596159","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-11-03",-3.22,"Transfer to 0572/338202187","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2020-11-03",-6.8,"Contactless Payment WM MORRISONS STORE GOOGLE 0071","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-02",-700,"Standing order LETTINGS DIRECT 826709 30595328","Rent payments","Rent payment","070436 XXXX9656","N/A","N/A",
"2020-11-02",-24.85,"Contactless Payment ELRASHEED D'LITE LIMITED GOOGLE 0071","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-11-02",-32.29,"Contactless Payment B & Q 1361 GOOGLE 0071","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2020-11-02",-19.99,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-11-02",-25.54,"Contactless Payment B & Q 1361 GOOGLE 0071","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2020-11-02",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",
"2020-10-31",-21.8,"Contactless Payment HONG KONG CITY PERTH L GOOGLE 0071","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-10-31",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-10-30",-15.5,"Contactless Payment HONG KONG CITY PERTH L GOOGLE 0071","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2020-10-29",-21.99,"Visa purchase HP INC UK LIMITED","Printing","Business","070436 XXXX9656","N/A","N/A",
"2020-10-29",-46.07,"Contactless Payment W M MORRISON PETRO GOOGLE 0071","Fuel","Transport","070436 XXXX9656","N/A","N/A",
"2020-10-29",-86.75,"Contactless Payment B & Q 1361 GOOGLE 0071","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2020-10-28",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2020-10-28",-64.45,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2020-10-28",-247.83,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2020-10-27",228.99,"MOBILE CHEQUE","Other income","Income","Mr Alistair MacNair","N/A","N/A",
